,dias,Curitiba - PR,Fortaleza - CE,Sarandi - RS,Brasília - DF,Bochum - GE
294,2023-10-22,2023-10-22 18:26:00-03:00,2023-10-22 17:24:00-03:00,2023-10-22 18:42:00-03:00,2023-10-22 18:10:00-03:00,2023-10-22 17:24:00-03:00
295,2023-10-23,2023-10-23 18:27:00-03:00,2023-10-23 17:24:00-03:00,2023-10-23 18:43:00-03:00,2023-10-23 18:11:00-03:00,2023-10-23 17:22:00-03:00
296,2023-10-24,2023-10-24 18:27:00-03:00,2023-10-24 17:24:00-03:00,2023-10-24 18:43:00-03:00,2023-10-24 18:11:00-03:00,2023-10-24 17:20:00-03:00
297,2023-10-25,2023-10-25 18:28:00-03:00,2023-10-25 17:24:00-03:00,2023-10-25 18:44:00-03:00,2023-10-25 18:11:00-03:00,2023-10-25 17:18:00-03:00
298,2023-10-26,2023-10-26 18:28:00-03:00,2023-10-26 17:24:00-03:00,2023-10-26 18:45:00-03:00,2023-10-26 18:12:00-03:00,2023-10-26 17:16:00-03:00
299,2023-10-27,2023-10-27 18:29:00-03:00,2023-10-27 17:24:00-03:00,2023-10-27 18:45:00-03:00,2023-10-27 18:12:00-03:00,2023-10-27 17:14:00-03:00
300,2023-10-28,2023-10-28 18:30:00-03:00,2023-10-28 17:24:00-03:00,2023-10-28 18:46:00-03:00,2023-10-28 18:12:00-03:00,2023-10-28 17:12:00-03:00
301,2023-10-29,2023-10-29 18:30:00-03:00,2023-10-29 17:24:00-03:00,2023-10-29 18:47:00-03:00,2023-10-29 18:13:00-03:00,2023-10-29 17:10:00-03:00
302,2023-10-30,2023-10-30 18:31:00-03:00,2023-10-30 17:24:00-03:00,2023-10-30 18:47:00-03:00,2023-10-30 18:13:00-03:00,2023-10-30 17:08:00-03:00
303,2023-10-31,2023-10-31 18:31:00-03:00,2023-10-31 17:24:00-03:00,2023-10-31 18:48:00-03:00,2023-10-31 18:13:00-03:00,2023-10-31 17:06:00-03:00
304,2023-11-01,2023-11-01 18:32:00-03:00,2023-11-01 17:24:00-03:00,2023-11-01 18:49:00-03:00,2023-11-01 18:14:00-03:00,2023-11-01 17:05:00-03:00
305,2023-11-02,2023-11-02 18:33:00-03:00,2023-11-02 17:24:00-03:00,2023-11-02 18:49:00-03:00,2023-11-02 18:14:00-03:00,2023-11-02 17:03:00-03:00
306,2023-11-03,2023-11-03 18:33:00-03:00,2023-11-03 17:24:00-03:00,2023-11-03 18:50:00-03:00,2023-11-03 18:14:00-03:00,2023-11-03 17:01:00-03:00
307,2023-11-04,2023-11-04 18:34:00-03:00,2023-11-04 17:24:00-03:00,2023-11-04 18:51:00-03:00,2023-11-04 18:15:00-03:00,2023-11-04 16:59:00-03:00
308,2023-11-05,2023-11-05 18:35:00-03:00,2023-11-05 17:24:00-03:00,2023-11-05 18:52:00-03:00,2023-11-05 18:15:00-03:00,2023-11-05 16:58:00-03:00
309,2023-11-06,2023-11-06 18:35:00-03:00,2023-11-06 17:24:00-03:00,2023-11-06 18:52:00-03:00,2023-11-06 18:16:00-03:00,2023-11-06 16:56:00-03:00
310,2023-11-07,2023-11-07 18:36:00-03:00,2023-11-07 17:24:00-03:00,2023-11-07 18:53:00-03:00,2023-11-07 18:16:00-03:00,2023-11-07 16:54:00-03:00
311,2023-11-08,2023-11-08 18:37:00-03:00,2023-11-08 17:25:00-03:00,2023-11-08 18:54:00-03:00,2023-11-08 18:16:00-03:00,2023-11-08 16:53:00-03:00
312,2023-11-09,2023-11-09 18:37:00-03:00,2023-11-09 17:25:00-03:00,2023-11-09 18:55:00-03:00,2023-11-09 18:17:00-03:00,2023-11-09 16:51:00-03:00
313,2023-11-10,2023-11-10 18:38:00-03:00,2023-11-10 17:25:00-03:00,2023-11-10 18:55:00-03:00,2023-11-10 18:17:00-03:00,2023-11-10 16:50:00-03:00
314,2023-11-11,2023-11-11 18:39:00-03:00,2023-11-11 17:25:00-03:00,2023-11-11 18:56:00-03:00,2023-11-11 18:18:00-03:00,2023-11-11 16:48:00-03:00
315,2023-11-12,2023-11-12 18:39:00-03:00,2023-11-12 17:25:00-03:00,2023-11-12 18:57:00-03:00,2023-11-12 18:18:00-03:00,2023-11-12 16:47:00-03:00
316,2023-11-13,2023-11-13 18:40:00-03:00,2023-11-13 17:25:00-03:00,2023-11-13 18:58:00-03:00,2023-11-13 18:19:00-03:00,2023-11-13 16:45:00-03:00
317,2023-11-14,2023-11-14 18:41:00-03:00,2023-11-14 17:26:00-03:00,2023-11-14 18:58:00-03:00,2023-11-14 18:19:00-03:00,2023-11-14 16:44:00-03:00
318,2023-11-15,2023-11-15 18:42:00-03:00,2023-11-15 17:26:00-03:00,2023-11-15 18:59:00-03:00,2023-11-15 18:20:00-03:00,2023-11-15 16:42:00-03:00
319,2023-11-16,2023-11-16 18:42:00-03:00,2023-11-16 17:26:00-03:00,2023-11-16 19:00:00-03:00,2023-11-16 18:20:00-03:00,2023-11-16 16:41:00-03:00
320,2023-11-17,2023-11-17 18:43:00-03:00,2023-11-17 17:26:00-03:00,2023-11-17 19:01:00-03:00,2023-11-17 18:21:00-03:00,2023-11-17 16:40:00-03:00
321,2023-11-18,2023-11-18 18:44:00-03:00,2023-11-18 17:27:00-03:00,2023-11-18 19:01:00-03:00,2023-11-18 18:21:00-03:00,2023-11-18 16:38:00-03:00
322,2023-11-19,2023-11-19 18:44:00-03:00,2023-11-19 17:27:00-03:00,2023-11-19 19:02:00-03:00,2023-11-19 18:22:00-03:00,2023-11-19 16:37:00-03:00
323,2023-11-20,2023-11-20 18:45:00-03:00,2023-11-20 17:27:00-03:00,2023-11-20 19:03:00-03:00,2023-11-20 18:22:00-03:00,2023-11-20 16:36:00-03:00
324,2023-11-21,2023-11-21 18:46:00-03:00,2023-11-21 17:28:00-03:00,2023-11-21 19:04:00-03:00,2023-11-21 18:23:00-03:00,2023-11-21 16:35:00-03:00
325,2023-11-22,2023-11-22 18:47:00-03:00,2023-11-22 17:28:00-03:00,2023-11-22 19:05:00-03:00,2023-11-22 18:23:00-03:00,2023-11-22 16:34:00-03:00
326,2023-11-23,2023-11-23 18:47:00-03:00,2023-11-23 17:28:00-03:00,2023-11-23 19:05:00-03:00,2023-11-23 18:24:00-03:00,2023-11-23 16:33:00-03:00
327,2023-11-24,2023-11-24 18:48:00-03:00,2023-11-24 17:29:00-03:00,2023-11-24 19:06:00-03:00,2023-11-24 18:24:00-03:00,2023-11-24 16:32:00-03:00
328,2023-11-25,2023-11-25 18:49:00-03:00,2023-11-25 17:29:00-03:00,2023-11-25 19:07:00-03:00,2023-11-25 18:25:00-03:00,2023-11-25 16:31:00-03:00
329,2023-11-26,2023-11-26 18:50:00-03:00,2023-11-26 17:29:00-03:00,2023-11-26 19:08:00-03:00,2023-11-26 18:25:00-03:00,2023-11-26 16:30:00-03:00
330,2023-11-27,2023-11-27 18:50:00-03:00,2023-11-27 17:30:00-03:00,2023-11-27 19:09:00-03:00,2023-11-27 18:26:00-03:00,2023-11-27 16:29:00-03:00
331,2023-11-28,2023-11-28 18:51:00-03:00,2023-11-28 17:30:00-03:00,2023-11-28 19:09:00-03:00,2023-11-28 18:27:00-03:00,2023-11-28 16:28:00-03:00
332,2023-11-29,2023-11-29 18:52:00-03:00,2023-11-29 17:31:00-03:00,2023-11-29 19:10:00-03:00,2023-11-29 18:27:00-03:00,2023-11-29 16:27:00-03:00
333,2023-11-30,2023-11-30 18:53:00-03:00,2023-11-30 17:31:00-03:00,2023-11-30 19:11:00-03:00,2023-11-30 18:28:00-03:00,2023-11-30 16:27:00-03:00
334,2023-12-01,2023-12-01 18:53:00-03:00,2023-12-01 17:31:00-03:00,2023-12-01 19:12:00-03:00,2023-12-01 18:28:00-03:00,2023-12-01 16:26:00-03:00
335,2023-12-02,2023-12-02 18:54:00-03:00,2023-12-02 17:32:00-03:00,2023-12-02 19:12:00-03:00,2023-12-02 18:29:00-03:00,2023-12-02 16:25:00-03:00
336,2023-12-03,2023-12-03 18:55:00-03:00,2023-12-03 17:32:00-03:00,2023-12-03 19:13:00-03:00,2023-12-03 18:29:00-03:00,2023-12-03 16:25:00-03:00
337,2023-12-04,2023-12-04 18:55:00-03:00,2023-12-04 17:33:00-03:00,2023-12-04 19:14:00-03:00,2023-12-04 18:30:00-03:00,2023-12-04 16:24:00-03:00
338,2023-12-05,2023-12-05 18:56:00-03:00,2023-12-05 17:33:00-03:00,2023-12-05 19:15:00-03:00,2023-12-05 18:31:00-03:00,2023-12-05 16:24:00-03:00
339,2023-12-06,2023-12-06 18:57:00-03:00,2023-12-06 17:34:00-03:00,2023-12-06 19:15:00-03:00,2023-12-06 18:31:00-03:00,2023-12-06 16:24:00-03:00
340,2023-12-07,2023-12-07 18:58:00-03:00,2023-12-07 17:34:00-03:00,2023-12-07 19:16:00-03:00,2023-12-07 18:32:00-03:00,2023-12-07 16:23:00-03:00
341,2023-12-08,2023-12-08 18:58:00-03:00,2023-12-08 17:34:00-03:00,2023-12-08 19:17:00-03:00,2023-12-08 18:32:00-03:00,2023-12-08 16:23:00-03:00
342,2023-12-09,2023-12-09 18:59:00-03:00,2023-12-09 17:35:00-03:00,2023-12-09 19:17:00-03:00,2023-12-09 18:33:00-03:00,2023-12-09 16:23:00-03:00
343,2023-12-10,2023-12-10 19:00:00-03:00,2023-12-10 17:35:00-03:00,2023-12-10 19:18:00-03:00,2023-12-10 18:34:00-03:00,2023-12-10 16:23:00-03:00
344,2023-12-11,2023-12-11 19:00:00-03:00,2023-12-11 17:36:00-03:00,2023-12-11 19:19:00-03:00,2023-12-11 18:34:00-03:00,2023-12-11 16:22:00-03:00
345,2023-12-12,2023-12-12 19:01:00-03:00,2023-12-12 17:36:00-03:00,2023-12-12 19:20:00-03:00,2023-12-12 18:35:00-03:00,2023-12-12 16:22:00-03:00
346,2023-12-13,2023-12-13 19:01:00-03:00,2023-12-13 17:37:00-03:00,2023-12-13 19:20:00-03:00,2023-12-13 18:35:00-03:00,2023-12-13 16:22:00-03:00
347,2023-12-14,2023-12-14 19:02:00-03:00,2023-12-14 17:37:00-03:00,2023-12-14 19:21:00-03:00,2023-12-14 18:36:00-03:00,2023-12-14 16:22:00-03:00
348,2023-12-15,2023-12-15 19:03:00-03:00,2023-12-15 17:38:00-03:00,2023-12-15 19:21:00-03:00,2023-12-15 18:36:00-03:00,2023-12-15 16:22:00-03:00
349,2023-12-16,2023-12-16 19:03:00-03:00,2023-12-16 17:38:00-03:00,2023-12-16 19:22:00-03:00,2023-12-16 18:37:00-03:00,2023-12-16 16:23:00-03:00
350,2023-12-17,2023-12-17 19:04:00-03:00,2023-12-17 17:39:00-03:00,2023-12-17 19:23:00-03:00,2023-12-17 18:37:00-03:00,2023-12-17 16:23:00-03:00
351,2023-12-18,2023-12-18 19:04:00-03:00,2023-12-18 17:39:00-03:00,2023-12-18 19:23:00-03:00,2023-12-18 18:38:00-03:00,2023-12-18 16:23:00-03:00
352,2023-12-19,2023-12-19 19:05:00-03:00,2023-12-19 17:40:00-03:00,2023-12-19 19:24:00-03:00,2023-12-19 18:38:00-03:00,2023-12-19 16:23:00-03:00
353,2023-12-20,2023-12-20 19:05:00-03:00,2023-12-20 17:40:00-03:00,2023-12-20 19:24:00-03:00,2023-12-20 18:39:00-03:00,2023-12-20 16:24:00-03:00
354,2023-12-21,2023-12-21 19:06:00-03:00,2023-12-21 17:41:00-03:00,2023-12-21 19:25:00-03:00,2023-12-21 18:39:00-03:00,2023-12-21 16:24:00-03:00
355,2023-12-22,2023-12-22 19:06:00-03:00,2023-12-22 17:41:00-03:00,2023-12-22 19:25:00-03:00,2023-12-22 18:40:00-03:00,2023-12-22 16:25:00-03:00
356,2023-12-23,2023-12-23 19:07:00-03:00,2023-12-23 17:42:00-03:00,2023-12-23 19:26:00-03:00,2023-12-23 18:40:00-03:00,2023-12-23 16:25:00-03:00
357,2023-12-24,2023-12-24 19:07:00-03:00,2023-12-24 17:42:00-03:00,2023-12-24 19:26:00-03:00,2023-12-24 18:41:00-03:00,2023-12-24 16:26:00-03:00
358,2023-12-25,2023-12-25 19:08:00-03:00,2023-12-25 17:43:00-03:00,2023-12-25 19:27:00-03:00,2023-12-25 18:41:00-03:00,2023-12-25 16:27:00-03:00
359,2023-12-26,2023-12-26 19:08:00-03:00,2023-12-26 17:43:00-03:00,2023-12-26 19:27:00-03:00,2023-12-26 18:42:00-03:00,2023-12-26 16:27:00-03:00
360,2023-12-27,2023-12-27 19:09:00-03:00,2023-12-27 17:44:00-03:00,2023-12-27 19:27:00-03:00,2023-12-27 18:42:00-03:00,2023-12-27 16:28:00-03:00
361,2023-12-28,2023-12-28 19:09:00-03:00,2023-12-28 17:44:00-03:00,2023-12-28 19:28:00-03:00,2023-12-28 18:43:00-03:00,2023-12-28 16:29:00-03:00
362,2023-12-29,2023-12-29 19:09:00-03:00,2023-12-29 17:45:00-03:00,2023-12-29 19:28:00-03:00,2023-12-29 18:43:00-03:00,2023-12-29 16:30:00-03:00
363,2023-12-30,2023-12-30 19:10:00-03:00,2023-12-30 17:45:00-03:00,2023-12-30 19:28:00-03:00,2023-12-30 18:44:00-03:00,2023-12-30 16:31:00-03:00
364,2023-12-31,2023-12-31 19:10:00-03:00,2023-12-31 17:46:00-03:00,2023-12-31 19:29:00-03:00,2023-12-31 18:44:00-03:00,2023-12-31 16:32:00-03:00
